Embalaje,Ancho,Largo,Alto,Procedencia,Manipulacion,Temperatura,Protocolo
1,51,83,35,A,Normal,Ambiente,1
1,71,25,23,A,Normal,Ambiente,1
1,12,51,27,C,Normal,Refrigerado,1
1,46,87,72,C,Normal,Refrigerado,1
1,55,87,12,A,Normal,Ambiente,1
1,7,66,86,A,Normal,Ambiente,1
2,5,71,18,D,Fragil,Refrigerado,2
2,32,54,42,B,Fragil,Ambiente,2
1,17,100,81,C,Normal,Refrigerado,1
1,68,42,95,A,Normal,Ambiente,1
2,64,55,95,D,Fragil,Refrigerado,2
1,96,70,93,C,Normal,Refrigerado,1
1,30,26,81,A,Normal,Ambiente,1
2,12,85,13,B,Fragil,Ambiente,2
2,26,34,58,B,Fragil,Ambiente,2
1,71,61,34,A,Normal,Ambiente,1
2,84,66,10,D,Fragil,Refrigerado,2
2,90,100,38,B,Fragil,Ambiente,2
1,52,66,86,C,Normal,Refrigerado,1
1,25,89,36,A,Normal,Ambiente,1
2,70,24,16,D,Fragil,Refrigerado,2
2,49,81,46,B,Fragil,Ambiente,2
2,40,84,100,D,Fragil,Refrigerado,2
1,32,54,51,A,Normal,Ambiente,1
2,48,61,19,D,Fragil,Refrigerado,2
2,6,62,28,D,Fragil,Refrigerado,2
2,48,89,98,B,Fragil,Ambiente,2
2,9,94,69,B,Fragil,Ambiente,2
2,75,81,24,D,Fragil,Refrigerado,2
2,56,79,79,D,Fragil,Refrigerado,2
2,26,25,35,D,Fragil,Refrigerado,2
2,34,76,56,D,Fragil,Refrigerado,2
1,98,52,29,A,Normal,Ambiente,1
2,20,13,58,B,Fragil,Ambiente,2
1,59,39,72,C,Normal,Refrigerado,1
1,28,18,15,C,Normal,Refrigerado,1
1,65,18,95,C,Normal,Refrigerado,1
1,97,45,41,C,Normal,Refrigerado,1
1,15,51,39,C,Normal,Refrigerado,1
1,22,29,72,C,Normal,Refrigerado,1
2,95,38,82,B,Fragil,Ambiente,2
2,13,9,88,D,Fragil,Refrigerado,2
2,30,42,78,B,Fragil,Ambiente,2
1,19,65,58,C,Normal,Refrigerado,1
1,26,11,52,C,Normal,Refrigerado,1
1,31,22,5,A,Normal,Ambiente,1
2,6,26,87,D,Fragil,Refrigerado,2
1,81,54,54,C,Normal,Refrigerado,1
2,45,97,39,D,Fragil,Refrigerado,2
2,12,50,6,B,Fragil,Ambiente,2
1,48,72,59,A,Normal,Ambiente,1
1,55,38,78,A,Normal,Ambiente,1
1,97,77,51,A,Normal,Ambiente,1
2,84,81,5,D,Fragil,Refrigerado,2
2,38,77,47,B,Fragil,Ambiente,2
2,68,37,92,B,Fragil,Ambiente,2
1,59,28,81,C,Normal,Refrigerado,1
1,43,88,34,A,Normal,Ambiente,1
2,77,9,64,D,Fragil,Refrigerado,2
1,51,7,92,C,Normal,Refrigerado,1
1,9,70,95,C,Normal,Refrigerado,1
2,87,46,34,D,Fragil,Refrigerado,2
1,20,40,99,A,Normal,Ambiente,1
2,84,60,93,B,Fragil,Ambiente,2
2,46,14,81,D,Fragil,Refrigerado,2
1,78,74,91,C,Normal,Refrigerado,1
2,98,97,35,D,Fragil,Refrigerado,2
2,57,60,37,B,Fragil,Ambiente,2
2,75,37,42,D,Fragil,Refrigerado,2
1,32,98,100,A,Normal,Ambiente,1
1,28,30,61,A,Normal,Ambiente,1
1,22,93,74,C,Normal,Refrigerado,1
1,50,44,82,C,Normal,Refrigerado,1
1,49,7,21,C,Normal,Refrigerado,1
1,89,47,44,C,Normal,Refrigerado,1
1,55,53,40,C,Normal,Refrigerado,1
1,74,66,77,A,Normal,Ambiente,1
1,71,31,13,C,Normal,Refrigerado,1
2,68,45,17,B,Fragil,Ambiente,2
2,52,7,76,B,Fragil,Ambiente,2
2,100,42,68,B,Fragil,Ambiente,2
2,85,98,86,D,Fragil,Refrigerado,2
1,82,36,7,C,Normal,Refrigerado,1
2,81,44,89,D,Fragil,Refrigerado,2
2,12,67,59,B,Fragil,Ambiente,2
1,99,13,53,C,Normal,Refrigerado,1
2,20,80,23,D,Fragil,Refrigerado,2
1,81,68,90,C,Normal,Refrigerado,1
2,99,42,32,B,Fragil,Ambiente,2
1,48,86,89,A,Normal,Ambiente,1
1,52,8,35,A,Normal,Ambiente,1
1,60,72,70,A,Normal,Ambiente,1
1,64,28,54,A,Normal,Ambiente,1
1,92,88,6,A,Normal,Ambiente,1
1,46,65,36,C,Normal,Refrigerado,1
2,73,63,55,D,Fragil,Refrigerado,2
2,5,51,42,B,Fragil,Ambiente,2
1,82,14,45,A,Normal,Ambiente,1
1,100,11,35,A,Normal,Ambiente,1
2,71,97,6,B,Fragil,Ambiente,2
1,41,81,61,C,Normal,Refrigerado,1
2,12,7,32,B,Fragil,Ambiente,2
2,60,27,43,D,Fragil,Refrigerado,2
1,61,12,17,A,Normal,Ambiente,1
1,26,66,40,A,Normal,Ambiente,1
1,23,74,31,A,Normal,Ambiente,1
2,93,11,93,D,Fragil,Refrigerado,2
2,16,93,33,B,Fragil,Ambiente,2
2,12,54,76,B,Fragil,Ambiente,2
2,48,16,98,D,Fragil,Refrigerado,2
2,100,37,76,B,Fragil,Ambiente,2
2,28,46,12,B,Fragil,Ambiente,2
1,60,90,33,A,Normal,Ambiente,1
1,95,60,43,C,Normal,Refrigerado,1
1,41,15,96,A,Normal,Ambiente,1
2,94,40,91,B,Fragil,Ambiente,2
2,16,67,88,B,Fragil,Ambiente,2
1,85,85,96,A,Normal,Ambiente,1
1,29,41,34,A,Normal,Ambiente,1
1,39,18,62,C,Normal,Refrigerado,1
1,26,52,24,C,Normal,Refrigerado,1
2,49,51,45,D,Fragil,Refrigerado,2
1,45,99,94,A,Normal,Ambiente,1
1,11,52,27,A,Normal,Ambiente,1
2,67,19,37,B,Fragil,Ambiente,2
2,28,40,87,D,Fragil,Refrigerado,2
2,23,76,49,D,Fragil,Refrigerado,2
1,63,40,94,A,Normal,Ambiente,1
1,100,5,19,A,Normal,Ambiente,1
1,43,13,23,C,Normal,Refrigerado,1
2,51,83,72,D,Fragil,Refrigerado,2
2,32,82,19,D,Fragil,Refrigerado,2
2,89,80,9,B,Fragil,Ambiente,2
2,91,23,81,D,Fragil,Refrigerado,2
1,81,46,95,C,Normal,Refrigerado,1
1,35,78,31,A,Normal,Ambiente,1
1,69,94,77,A,Normal,Ambiente,1
2,34,23,30,B,Fragil,Ambiente,2
1,70,55,33,A,Normal,Ambiente,1
2,61,17,20,D,Fragil,Refrigerado,2
1,92,35,24,A,Normal,Ambiente,1
2,25,54,55,D,Fragil,Refrigerado,2
2,55,33,65,D,Fragil,Refrigerado,2
1,99,86,60,C,Normal,Refrigerado,1
2,7,6,64,D,Fragil,Refrigerado,2
2,71,17,8,D,Fragil,Refrigerado,2
2,32,94,42,D,Fragil,Refrigerado,2
1,74,84,42,C,Normal,Refrigerado,1
1,92,44,40,A,Normal,Ambiente,1
2,13,100,72,D,Fragil,Refrigerado,2
1,47,14,75,A,Normal,Ambiente,1
1,58,54,74,A,Normal,Ambiente,1
1,23,12,92,C,Normal,Refrigerado,1
1,78,30,35,A,Normal,Ambiente,1
1,65,36,23,C,Normal,Refrigerado,1
1,65,46,35,C,Normal,Refrigerado,1
1,38,44,47,C,Normal,Refrigerado,1
2,69,24,63,D,Fragil,Refrigerado,2
1,61,88,19,C,Normal,Refrigerado,1
1,24,9,54,C,Normal,Refrigerado,1
1,93,16,8,C,Normal,Refrigerado,1
1,54,24,36,A,Normal,Ambiente,1
2,76,98,39,D,Fragil,Refrigerado,2
1,77,16,16,A,Normal,Ambiente,1
2,65,71,33,D,Fragil,Refrigerado,2
2,20,14,62,D,Fragil,Refrigerado,2
1,7,40,74,A,Normal,Ambiente,1
1,55,64,73,A,Normal,Ambiente,1
2,81,84,78,D,Fragil,Refrigerado,2
1,12,17,40,A,Normal,Ambiente,1
1,13,93,30,C,Normal,Refrigerado,1
1,37,28,53,C,Normal,Refrigerado,1
2,70,52,74,D,Fragil,Refrigerado,2
1,96,9,30,A,Normal,Ambiente,1
1,27,46,73,C,Normal,Refrigerado,1
1,71,17,39,C,Normal,Refrigerado,1
1,65,42,66,C,Normal,Refrigerado,1
2,33,26,86,B,Fragil,Ambiente,2
2,94,100,67,B,Fragil,Ambiente,2
1,54,44,45,C,Normal,Refrigerado,1
2,77,43,62,B,Fragil,Ambiente,2
2,39,52,16,B,Fragil,Ambiente,2
2,27,36,16,D,Fragil,Refrigerado,2
1,65,55,28,C,Normal,Refrigerado,1
2,11,34,14,B,Fragil,Ambiente,2
1,5,76,36,A,Normal,Ambiente,1
1,87,42,88,C,Normal,Refrigerado,1
1,60,44,76,A,Normal,Ambiente,1
2,39,52,40,D,Fragil,Refrigerado,2
2,67,85,34,D,Fragil,Refrigerado,2
2,42,71,36,B,Fragil,Ambiente,2
2,16,10,85,B,Fragil,Ambiente,2
1,66,28,92,A,Normal,Ambiente,1
1,65,83,63,C,Normal,Refrigerado,1
2,24,54,95,D,Fragil,Refrigerado,2
1,59,7,9,A,Normal,Ambiente,1
1,75,37,57,A,Normal,Ambiente,1
1,59,75,41,C,Normal,Refrigerado,1
1,40,20,20,A,Normal,Ambiente,1
1,46,74,34,A,Normal,Ambiente,1
2,57,51,22,D,Fragil,Refrigerado,2
2,73,93,72,D,Fragil,Refrigerado,2
2,46,92,19,D,Fragil,Refrigerado,2
1,72,97,35,C,Normal,Refrigerado,1
2,90,31,53,D,Fragil,Refrigerado,2
2,15,5,61,D,Fragil,Refrigerado,2
2,44,10,25,D,Fragil,Refrigerado,2
2,45,96,37,D,Fragil,Refrigerado,2
2,89,32,47,D,Fragil,Refrigerado,2
2,80,41,47,D,Fragil,Refrigerado,2
1,73,64,80,C,Normal,Refrigerado,1
2,12,33,29,D,Fragil,Refrigerado,2
2,17,25,82,B,Fragil,Ambiente,2
1,49,83,38,A,Normal,Ambiente,1
2,24,83,56,B,Fragil,Ambiente,2
2,10,33,79,D,Fragil,Refrigerado,2
1,66,33,86,A,Normal,Ambiente,1
2,84,97,14,B,Fragil,Ambiente,2
1,43,41,59,A,Normal,Ambiente,1
1,50,77,65,C,Normal,Refrigerado,1
1,84,53,46,A,Normal,Ambiente,1
1,80,82,97,A,Normal,Ambiente,1
2,92,91,16,B,Fragil,Ambiente,2
2,54,83,56,B,Fragil,Ambiente,2
2,11,47,72,D,Fragil,Refrigerado,2
2,30,86,68,D,Fragil,Refrigerado,2
1,12,77,34,A,Normal,Ambiente,1
1,81,18,8,C,Normal,Refrigerado,1
2,39,48,48,B,Fragil,Ambiente,2
1,74,50,62,C,Normal,Refrigerado,1
1,69,100,32,C,Normal,Refrigerado,1
1,23,68,76,C,Normal,Refrigerado,1
2,99,83,7,B,Fragil,Ambiente,2
2,59,93,75,B,Fragil,Ambiente,2
1,26,81,35,A,Normal,Ambiente,1
2,73,85,42,D,Fragil,Refrigerado,2
2,22,53,25,B,Fragil,Ambiente,2
2,13,39,31,D,Fragil,Refrigerado,2
1,62,73,55,A,Normal,Ambiente,1
2,85,59,27,D,Fragil,Refrigerado,2
2,83,85,34,D,Fragil,Refrigerado,2
2,33,12,100,D,Fragil,Refrigerado,2
1,94,52,86,C,Normal,Refrigerado,1
2,35,75,24,B,Fragil,Ambiente,2
2,62,76,98,D,Fragil,Refrigerado,2
2,90,13,10,B,Fragil,Ambiente,2
2,72,48,66,D,Fragil,Refrigerado,2
1,86,44,36,C,Normal,Refrigerado,1
2,70,56,83,D,Fragil,Refrigerado,2
2,9,9,91,B,Fragil,Ambiente,2
2,81,63,45,D,Fragil,Refrigerado,2
1,31,76,89,C,Normal,Refrigerado,1
2,27,27,81,B,Fragil,Ambiente,2
1,38,65,26,A,Normal,Ambiente,1
1,46,76,18,C,Normal,Refrigerado,1
1,18,62,91,A,Normal,Ambiente,1
1,89,12,57,A,Normal,Ambiente,1
2,51,47,9,D,Fragil,Refrigerado,2
1,91,12,70,C,Normal,Refrigerado,1
1,86,64,15,C,Normal,Refrigerado,1
2,6,40,18,B,Fragil,Ambiente,2
1,100,5,77,A,Normal,Ambiente,1
2,32,14,70,D,Fragil,Refrigerado,2
2,26,34,6,B,Fragil,Ambiente,2
1,22,36,68,A,Normal,Ambiente,1
2,32,80,30,D,Fragil,Refrigerado,2
1,90,49,7,A,Normal,Ambiente,1
2,22,35,33,D,Fragil,Refrigerado,2
1,92,97,61,A,Normal,Ambiente,1
1,26,31,50,C,Normal,Refrigerado,1
2,44,60,72,B,Fragil,Ambiente,2
1,43,21,87,C,Normal,Refrigerado,1
1,92,6,42,A,Normal,Ambiente,1
1,46,9,96,A,Normal,Ambiente,1
1,65,71,46,A,Normal,Ambiente,1
1,7,53,79,C,Normal,Refrigerado,1
2,81,38,76,B,Fragil,Ambiente,2
1,72,59,82,A,Normal,Ambiente,1
1,93,54,5,A,Normal,Ambiente,1
2,81,71,10,D,Fragil,Refrigerado,2
2,78,31,39,D,Fragil,Refrigerado,2
2,80,41,70,D,Fragil,Refrigerado,2
2,58,40,57,B,Fragil,Ambiente,2
2,72,74,35,D,Fragil,Refrigerado,2
1,44,73,71,A,Normal,Ambiente,1
2,97,87,74,D,Fragil,Refrigerado,2
1,46,43,9,C,Normal,Refrigerado,1
1,10,62,9,A,Normal,Ambiente,1
1,26,77,40,A,Normal,Ambiente,1
2,84,60,19,D,Fragil,Refrigerado,2
2,54,5,68,D,Fragil,Refrigerado,2
1,50,96,84,C,Normal,Refrigerado,1
1,14,95,48,C,Normal,Refrigerado,1
1,78,59,6,A,Normal,Ambiente,1
1,7,91,39,C,Normal,Refrigerado,1
2,30,46,67,B,Fragil,Ambiente,2
2,13,71,67,B,Fragil,Ambiente,2
1,26,33,76,C,Normal,Refrigerado,1
1,6,45,6,A,Normal,Ambiente,1
1,7,27,100,C,Normal,Refrigerado,1
1,70,42,61,A,Normal,Ambiente,1
2,68,24,14,B,Fragil,Ambiente,2
1,96,54,66,A,Normal,Ambiente,1
2,66,69,69,B,Fragil,Ambiente,2
2,57,30,80,B,Fragil,Ambiente,2
2,60,14,97,D,Fragil,Refrigerado,2
2,70,86,90,D,Fragil,Refrigerado,2
2,8,98,71,B,Fragil,Ambiente,2
1,58,34,97,C,Normal,Refrigerado,1
2,8,58,36,B,Fragil,Ambiente,2
1,12,35,98,C,Normal,Refrigerado,1
2,9,7,30,B,Fragil,Ambiente,2
2,17,74,27,D,Fragil,Refrigerado,2
1,81,96,34,C,Normal,Refrigerado,1
2,28,16,56,B,Fragil,Ambiente,2
2,45,44,61,D,Fragil,Refrigerado,2
2,80,42,82,B,Fragil,Ambiente,2
2,11,89,23,B,Fragil,Ambiente,2
1,53,7,24,C,Normal,Refrigerado,1
1,30,24,39,C,Normal,Refrigerado,1
1,65,86,98,A,Normal,Ambiente,1
2,71,99,38,B,Fragil,Ambiente,2
2,74,6,85,D,Fragil,Refrigerado,2
2,46,91,54,D,Fragil,Refrigerado,2
2,81,31,5,B,Fragil,Ambiente,2
1,22,30,32,A,Normal,Ambiente,1
1,67,82,28,A,Normal,Ambiente,1
1,72,88,70,A,Normal,Ambiente,1
1,74,77,70,C,Normal,Refrigerado,1
1,37,55,6,A,Normal,Ambiente,1
2,90,58,65,D,Fragil,Refrigerado,2
1,53,65,17,C,Normal,Refrigerado,1
2,8,73,19,B,Fragil,Ambiente,2
1,53,83,40,A,Normal,Ambiente,1
2,49,65,41,B,Fragil,Ambiente,2
2,84,13,96,D,Fragil,Refrigerado,2
1,6,87,72,C,Normal,Refrigerado,1
1,18,79,96,C,Normal,Refrigerado,1
2,17,85,76,D,Fragil,Refrigerado,2
1,44,98,69,A,Normal,Ambiente,1
2,81,39,68,B,Fragil,Ambiente,2
1,97,68,90,A,Normal,Ambiente,1
1,97,5,100,C,Normal,Refrigerado,1
1,74,73,95,C,Normal,Refrigerado,1
2,91,15,35,D,Fragil,Refrigerado,2
1,90,62,56,C,Normal,Refrigerado,1
1,37,60,26,A,Normal,Ambiente,1
2,42,14,28,B,Fragil,Ambiente,2
1,91,98,13,A,Normal,Ambiente,1
2,29,86,8,B,Fragil,Ambiente,2
2,69,22,25,B,Fragil,Ambiente,2
2,36,92,95,D,Fragil,Refrigerado,2
2,76,16,71,D,Fragil,Refrigerado,2
2,38,38,31,D,Fragil,Refrigerado,2
2,22,15,8,B,Fragil,Ambiente,2
1,95,59,27,C,Normal,Refrigerado,1
1,30,53,90,C,Normal,Refrigerado,1
2,15,20,91,D,Fragil,Refrigerado,2
2,44,25,31,D,Fragil,Refrigerado,2
2,27,65,60,B,Fragil,Ambiente,2
2,16,89,46,D,Fragil,Refrigerado,2
1,53,86,39,A,Normal,Ambiente,1
1,37,13,74,C,Normal,Refrigerado,1
2,62,69,8,B,Fragil,Ambiente,2
2,29,48,59,B,Fragil,Ambiente,2
1,92,29,80,A,Normal,Ambiente,1
2,85,24,87,D,Fragil,Refrigerado,2
1,85,52,87,A,Normal,Ambiente,1
1,60,43,35,C,Normal,Refrigerado,1
1,26,50,36,C,Normal,Refrigerado,1
1,33,96,82,A,Normal,Ambiente,1
2,81,47,15,B,Fragil,Ambiente,2
2,50,87,76,D,Fragil,Refrigerado,2
2,40,30,91,B,Fragil,Ambiente,2
1,82,90,97,A,Normal,Ambiente,1
1,86,30,54,A,Normal,Ambiente,1
2,12,7,20,D,Fragil,Refrigerado,2
1,33,65,64,A,Normal,Ambiente,1
2,76,9,52,B,Fragil,Ambiente,2
1,90,84,12,A,Normal,Ambiente,1
2,22,82,100,D,Fragil,Refrigerado,2
2,14,30,28,D,Fragil,Refrigerado,2
1,78,40,61,C,Normal,Refrigerado,1
2,26,37,98,D,Fragil,Refrigerado,2
1,25,25,73,A,Normal,Ambiente,1
2,57,42,65,B,Fragil,Ambiente,2
2,25,9,78,D,Fragil,Refrigerado,2
1,16,46,78,A,Normal,Ambiente,1
1,71,44,60,C,Normal,Refrigerado,1
2,13,59,45,D,Fragil,Refrigerado,2
1,44,37,42,C,Normal,Refrigerado,1
2,98,60,20,B,Fragil,Ambiente,2
2,94,57,15,D,Fragil,Refrigerado,2
2,79,62,41,B,Fragil,Ambiente,2
1,86,82,69,A,Normal,Ambiente,1
1,41,31,64,C,Normal,Refrigerado,1
2,15,98,83,B,Fragil,Ambiente,2
1,78,6,84,C,Normal,Refrigerado,1
1,39,22,29,A,Normal,Ambiente,1
1,94,37,70,A,Normal,Ambiente,1
2,17,65,42,D,Fragil,Refrigerado,2
1,66,94,28,C,Normal,Refrigerado,1
2,54,62,48,B,Fragil,Ambiente,2
2,84,11,92,D,Fragil,Refrigerado,2
2,48,46,36,B,Fragil,Ambiente,2
2,55,30,85,B,Fragil,Ambiente,2
2,41,96,47,D,Fragil,Refrigerado,2
1,53,8,34,C,Normal,Refrigerado,1
1,83,92,79,C,Normal,Refrigerado,1
1,25,81,22,C,Normal,Refrigerado,1
2,53,53,13,B,Fragil,Ambiente,2
1,57,81,30,A,Normal,Ambiente,1
2,9,71,27,D,Fragil,Refrigerado,2
1,50,64,47,C,Normal,Refrigerado,1
2,12,61,74,D,Fragil,Refrigerado,2
2,72,48,88,D,Fragil,Refrigerado,2
1,6,96,69,C,Normal,Refrigerado,1
1,10,17,48,C,Normal,Refrigerado,1
2,63,90,74,D,Fragil,Refrigerado,2
2,45,24,42,B,Fragil,Ambiente,2
1,90,68,56,C,Normal,Refrigerado,1
2,9,10,39,D,Fragil,Refrigerado,2
2,15,91,46,D,Fragil,Refrigerado,2
1,50,14,22,C,Normal,Refrigerado,1
2,87,17,9,D,Fragil,Refrigerado,2
2,24,76,37,D,Fragil,Refrigerado,2
2,27,77,54,B,Fragil,Ambiente,2
2,61,69,61,D,Fragil,Refrigerado,2
2,82,92,57,D,Fragil,Refrigerado,2
2,23,48,75,D,Fragil,Refrigerado,2
2,43,70,11,D,Fragil,Refrigerado,2
2,77,21,69,B,Fragil,Ambiente,2
1,51,65,62,C,Normal,Refrigerado,1
1,18,83,58,A,Normal,Ambiente,1
1,25,41,36,A,Normal,Ambiente,1
2,69,29,60,B,Fragil,Ambiente,2
2,97,23,21,D,Fragil,Refrigerado,2
1,38,49,73,A,Normal,Ambiente,1
1,63,69,93,A,Normal,Ambiente,1
2,20,86,86,D,Fragil,Refrigerado,2
2,67,56,10,D,Fragil,Refrigerado,2
1,38,30,79,C,Normal,Refrigerado,1
1,72,71,84,A,Normal,Ambiente,1
2,56,90,97,B,Fragil,Ambiente,2
2,86,5,79,B,Fragil,Ambiente,2
2,58,33,10,B,Fragil,Ambiente,2
1,78,35,71,A,Normal,Ambiente,1
2,26,53,73,D,Fragil,Refrigerado,2
1,73,24,52,A,Normal,Ambiente,1
2,87,79,21,B,Fragil,Ambiente,2
1,16,31,89,A,Normal,Ambiente,1
1,33,80,72,C,Normal,Refrigerado,1
1,91,72,71,A,Normal,Ambiente,1
2,15,69,58,D,Fragil,Refrigerado,2
1,81,37,95,C,Normal,Refrigerado,1
1,60,60,55,C,Normal,Refrigerado,1
2,65,58,81,B,Fragil,Ambiente,2
1,32,65,37,C,Normal,Refrigerado,1
2,16,63,36,B,Fragil,Ambiente,2
1,72,76,93,A,Normal,Ambiente,1
2,44,6,23,B,Fragil,Ambiente,2
2,76,11,83,B,Fragil,Ambiente,2
2,98,33,78,B,Fragil,Ambiente,2
2,7,38,71,D,Fragil,Refrigerado,2
1,81,67,16,A,Normal,Ambiente,1
1,14,38,69,C,Normal,Refrigerado,1
2,33,87,54,B,Fragil,Ambiente,2
1,72,25,98,C,Normal,Refrigerado,1
1,97,25,10,C,Normal,Refrigerado,1
1,48,52,89,A,Normal,Ambiente,1
1,27,7,56,A,Normal,Ambiente,1
1,77,54,54,C,Normal,Refrigerado,1
1,84,97,19,C,Normal,Refrigerado,1
1,75,66,19,A,Normal,Ambiente,1
1,71,52,34,C,Normal,Refrigerado,1
2,49,82,10,D,Fragil,Refrigerado,2
1,70,93,96,A,Normal,Ambiente,1
2,29,62,48,B,Fragil,Ambiente,2
2,16,64,79,B,Fragil,Ambiente,2
2,63,95,16,D,Fragil,Refrigerado,2
2,72,11,69,D,Fragil,Refrigerado,2
2,33,16,44,D,Fragil,Refrigerado,2
1,32,24,52,A,Normal,Ambiente,1
2,18,93,25,B,Fragil,Ambiente,2
2,56,99,38,B,Fragil,Ambiente,2
2,28,5,54,D,Fragil,Refrigerado,2
1,58,10,56,A,Normal,Ambiente,1
2,15,61,50,B,Fragil,Ambiente,2
2,22,39,52,D,Fragil,Refrigerado,2
2,85,55,87,D,Fragil,Refrigerado,2
2,27,53,15,D,Fragil,Refrigerado,2
2,68,76,36,B,Fragil,Ambiente,2
2,25,80,50,B,Fragil,Ambiente,2
2,50,98,95,B,Fragil,Ambiente,2
2,83,35,19,B,Fragil,Ambiente,2
1,65,60,84,A,Normal,Ambiente,1
2,8,19,78,D,Fragil,Refrigerado,2
2,51,72,100,B,Fragil,Ambiente,2
1,46,90,11,C,Normal,Refrigerado,1
1,88,54,83,C,Normal,Refrigerado,1
2,34,87,98,B,Fragil,Ambiente,2
2,28,84,66,B,Fragil,Ambiente,2
1,74,38,58,A,Normal,Ambiente,1
2,31,18,17,D,Fragil,Refrigerado,2
1,97,43,73,C,Normal,Refrigerado,1
1,35,91,8,A,Normal,Ambiente,1
1,55,34,76,C,Normal,Refrigerado,1
2,61,67,45,D,Fragil,Refrigerado,2
1,89,97,10,A,Normal,Ambiente,1
2,23,70,33,D,Fragil,Refrigerado,2
2,99,11,68,B,Fragil,Ambiente,2
1,92,62,19,A,Normal,Ambiente,1
2,68,78,69,D,Fragil,Refrigerado,2
2,38,23,97,D,Fragil,Refrigerado,2
1,89,89,67,C,Normal,Refrigerado,1
1,92,84,35,C,Normal,Refrigerado,1
2,70,80,50,B,Fragil,Ambiente,2
1,47,58,80,A,Normal,Ambiente,1
1,50,8,26,C,Normal,Refrigerado,1
2,99,13,96,D,Fragil,Refrigerado,2
2,9,31,10,D,Fragil,Refrigerado,2
2,48,52,98,D,Fragil,Refrigerado,2
1,20,76,23,C,Normal,Refrigerado,1
1,92,76,91,C,Normal,Refrigerado,1
1,93,89,95,C,Normal,Refrigerado,1
1,29,28,43,A,Normal,Ambiente,1
1,55,21,13,C,Normal,Refrigerado,1
1,25,33,72,A,Normal,Ambiente,1
1,63,28,70,C,Normal,Refrigerado,1
1,93,40,80,A,Normal,Ambiente,1
2,16,92,6,B,Fragil,Ambiente,2
2,90,19,92,D,Fragil,Refrigerado,2
2,88,37,35,B,Fragil,Ambiente,2
1,73,86,20,C,Normal,Refrigerado,1
2,57,76,19,B,Fragil,Ambiente,2
2,48,45,73,B,Fragil,Ambiente,2
2,88,59,97,D,Fragil,Refrigerado,2
2,87,12,55,B,Fragil,Ambiente,2
1,26,28,17,C,Normal,Refrigerado,1
1,26,67,41,C,Normal,Refrigerado,1
2,44,64,71,D,Fragil,Refrigerado,2
1,36,52,76,C,Normal,Refrigerado,1
1,58,36,14,C,Normal,Refrigerado,1
1,91,56,10,A,Normal,Ambiente,1
2,22,36,16,D,Fragil,Refrigerado,2
1,13,96,72,A,Normal,Ambiente,1
1,25,43,60,C,Normal,Refrigerado,1
1,61,11,8,A,Normal,Ambiente,1
1,94,95,69,C,Normal,Refrigerado,1
1,59,12,31,A,Normal,Ambiente,1
1,28,91,94,A,Normal,Ambiente,1
1,15,40,70,A,Normal,Ambiente,1
1,53,39,87,C,Normal,Refrigerado,1
1,20,48,11,C,Normal,Refrigerado,1
1,52,24,19,C,Normal,Refrigerado,1
2,26,57,90,B,Fragil,Ambiente,2
1,31,52,48,C,Normal,Refrigerado,1
1,16,99,10,A,Normal,Ambiente,1
2,19,77,100,B,Fragil,Ambiente,2
2,25,13,76,D,Fragil,Refrigerado,2
1,18,37,8,C,Normal,Refrigerado,1
2,6,75,15,D,Fragil,Refrigerado,2
2,77,94,8,B,Fragil,Ambiente,2
2,25,55,91,B,Fragil,Ambiente,2
1,59,54,29,C,Normal,Refrigerado,1
1,82,26,55,A,Normal,Ambiente,1
2,40,36,22,D,Fragil,Refrigerado,2
2,77,74,85,D,Fragil,Refrigerado,2
1,48,56,15,A,Normal,Ambiente,1
2,78,36,30,B,Fragil,Ambiente,2
1,31,52,57,A,Normal,Ambiente,1
1,47,60,64,C,Normal,Refrigerado,1
2,34,61,47,D,Fragil,Refrigerado,2
1,91,72,82,C,Normal,Refrigerado,1
2,5,41,13,B,Fragil,Ambiente,2
1,15,48,85,C,Normal,Refrigerado,1
2,57,16,53,B,Fragil,Ambiente,2
2,77,19,70,B,Fragil,Ambiente,2
1,24,38,96,C,Normal,Refrigerado,1
2,84,93,39,D,Fragil,Refrigerado,2
2,59,53,28,B,Fragil,Ambiente,2
2,78,56,56,D,Fragil,Refrigerado,2
1,48,95,18,C,Normal,Refrigerado,1
2,42,91,69,B,Fragil,Ambiente,2
2,31,87,21,B,Fragil,Ambiente,2
2,67,79,70,B,Fragil,Ambiente,2
1,14,43,40,C,Normal,Refrigerado,1
1,41,7,8,C,Normal,Refrigerado,1
2,94,48,27,B,Fragil,Ambiente,2
1,58,98,43,A,Normal,Ambiente,1
1,88,22,54,C,Normal,Refrigerado,1
2,71,13,23,B,Fragil,Ambiente,2
1,96,98,35,C,Normal,Refrigerado,1
2,91,35,61,D,Fragil,Refrigerado,2
2,83,15,17,B,Fragil,Ambiente,2
2,14,18,40,D,Fragil,Refrigerado,2
2,81,39,100,D,Fragil,Refrigerado,2
1,44,49,62,C,Normal,Refrigerado,1
2,88,95,83,D,Fragil,Refrigerado,2
1,69,55,14,C,Normal,Refrigerado,1
2,48,41,58,B,Fragil,Ambiente,2
1,37,76,67,C,Normal,Refrigerado,1
2,21,98,50,D,Fragil,Refrigerado,2
1,37,83,95,C,Normal,Refrigerado,1
2,77,66,17,B,Fragil,Ambiente,2
1,16,9,69,A,Normal,Ambiente,1
